,Height
989,72.09385998
162,72.4896554
1896,76.47287987
680,68.60820846
3331,67.63921455
1930,65.92282216
1032,71.76976166
742,67.96596781
1303,71.24291865
1302,70.98407107
571,66.68973599
2054,65.19886332
1728,68.67903487
1248,67.91927928
1956,69.34236641
1109,69.73101343
1378,72.3106346
946,67.0323462
2053,73.52231093
171,72.21396335
706,68.37757989
2457,68.76377136
1743,68.63976982
1839,65.09903528
1495,72.77160282
2829,70.85919069
1797,66.35812083
672,73.78127448
2782,71.1257544
1819,72.33756922
2593,65.21912499
979,68.53790185
1623,65.27156257
2040,71.03559542
1697,68.16214653
2972,66.11876309
519,69.56022893
435,70.46668931
802,69.56915521
2626,67.17137404
709,69.33682153
3077,70.63945057
2117,69.86888284
631,67.74158927
2612,67.29040435
2932,67.72493598
925,64.90978524
2176,69.14227294
783,69.35477956
3387,67.95757991
2131,70.74308255
2276,68.58655387
3035,68.74838823
1830,66.53435218
2632,64.6264021
580,70.97626497
1452,74.05384613
127,70.80155896
100,70.05217747
3336,70.40617163
3345,71.23093151
1832,68.01907816
3406,66.16653289
429,67.75713771
3438,67.39177377
173,71.98120654
3356,69.75510695
1373,67.96856544
2057,70.68039627
699,70.77315142
1209,65.37932474
1838,71.27946177
2469,63.33122659
1969,68.00062599
190,76.70983486
1483,65.05658853
2961,68.65021796
825,67.03485056
2894,71.97789626
168,65.53069597
2213,71.16322165
1152,70.53251302
1486,73.42450966
952,66.00196773
51,70.18354989
777,68.3172449
924,63.85067839
3428,71.58327164
832,64.47474696
1946,68.44619221
3143,70.11469362
1468,66.85487891
998,72.23163624
427,69.08211963
982,67.69712341
1934,71.35821063
894,69.05456976
2657,70.12788739
1076,70.90773669
1771,69.5732598
1256,69.93271019
2002,70.21494716
2093,66.22909563
2348,66.04426807
810,67.32706481
2163,68.51757854
152,70.84406242
3190,69.50985237
123,62.70698974
2294,71.31765101
411,67.58394143
788,73.2029699
2037,72.28439692
997,74.32567701
1734,65.81997755
1195,69.02051305
154,64.73981548
2831,70.05099011
2641,65.52163299
839,70.04695307
1971,67.67141355
515,63.19653037
2357,71.98000945
2652,65.38962908
1715,60.96672328
505,70.19122448
2648,69.56923538
2582,70.03506834
691,71.46376469
875,72.29169703
422,68.00581399
1776,73.49486112
2292,64.06295219
3239,69.76192984
1573,73.35843664
2694,63.9735571
2199,63.39934965
1055,70.88748661
661,65.6942936
641,71.5687337
1304,68.48572454
2047,66.87490671
72,69.66372523
2165,68.48130885
339,64.73228716
1825,64.60809855
464,71.95662589
2673,71.87871688
3202,64.44509767
1216,69.56129654
1332,65.82778663
3481,71.7023601
3081,69.4312592
595,65.59235403
2307,66.40871891
2851,66.99116742
310,74.22306306
1164,67.17611536
2032,69.15777785
2385,70.34775527
1389,68.22582277
205,63.41458714
1616,70.69889553
1864,63.84472157
945,69.54951057
987,67.55618322
3339,66.34988167
3000,67.78265811
288,70.79502261
2520,66.03495575
3110,70.56722389
2496,72.79348627
3464,73.00590598
3163,67.08326417
342,69.74952258
949,74.54513694
1527,70.7986267
1802,71.76579929
377,68.91586364
2646,71.05995586
412,67.36169467
3497,70.54220142
1961,71.87325229
2489,69.79845688
1353,67.01748632
2435,71.5392985
2602,66.18187867
1417,66.3040377
125,70.90865306
646,71.60514585
312,67.23077189
1335,64.92242306
1497,69.75003243
2642,71.42909695
2760,72.56422057
862,70.32255001
2060,71.12736087
60,71.40318222
3215,69.63452662
2315,64.96377239
2301,66.68582515
214,65.90330126
2698,72.10029956
1557,69.18482947
1887,71.52691556
1042,72.86758744
2709,63.95622575
1506,75.69861825
1150,71.96301518
2573,69.89562407
746,70.95804927
2322,69.48924667
2723,64.03231884
1778,74.69552272
273,72.25911519
1190,69.00738999
2773,68.46138309
234,67.36980864
2993,68.1110971
2272,73.5846783
1337,72.67399365
3254,69.90708058
3197,69.68984844
1080,63.17859731
2934,72.79672984
978,67.65294548
1677,68.47745653
1695,70.69801207
2842,67.35659794
1396,73.06329334
3267,65.15943897
3121,70.1203784
280,70.72527874
583,65.18847756
462,72.96166547
2262,68.32366764
2337,69.57657185
1833,66.17479389
3274,67.78378223
134,63.9879246
800,72.21503491
3262,72.73629299
1419,70.55404673
2631,65.07178455
2481,66.20571522
2864,69.24464038
1758,70.41808724
1909,68.25704702
1314,66.246099
3322,66.67790154
1456,62.29469492
1745,67.45627183
1689,63.09448322
2543,69.07131434
3038,69.06808803
3255,68.19879582
741,76.01230001
3191,69.76960444
1538,69.6329393
3477,66.69960604
2207,71.79531868
1773,69.22921912
146,71.33837604
1142,66.5607406
2546,71.46296084
858,69.52731972
371,67.64994086
553,67.59403113
2801,75.34158414
1598,69.72520733
688,68.90409885
3415,67.69143017
1618,74.63382727
3061,69.219568
2826,70.87782625
357,69.00825946
292,69.33419779
2699,72.37219364
2905,66.27025725
692,68.84063351
3,71.7309784
2982,68.30453594
3372,67.65554339
1084,70.12179615
1309,65.71360843
391,65.57577154
1900,68.22696925
1722,67.66042305
303,68.49534316
3386,66.77491633
1263,68.70169698
2904,68.15546647
170,68.48187536
1688,73.54118433
3023,73.60910652
2225,70.22277824
1129,74.3892257
2768,64.06949227
3284,70.95699006
1000,66.42418713
1799,71.40851816
84,65.95957778
2510,69.32618896
3152,63.41876337
2627,68.94972
2453,67.70533285
165,65.11850428
892,66.37399493
421,70.90108637
202,75.14082143
895,65.6674754
227,67.82109327
674,71.22570192
829,69.83865708
238,74.10455886
1993,65.51362316
3018,71.67929496
424,71.57119416
151,65.35041056
1770,69.31943753
2519,73.07565651
3309,64.70379212
1366,68.30102218
2277,66.62273938
352,70.9158354
2635,71.94848639
140,68.86009031
1341,75.26320153
1014,66.9466142
1199,66.20961729
83,69.80246436
2562,72.43261756
2929,70.45158502
3306,71.52403774
1850,72.38756904
1593,66.07995899
513,70.79430255
1081,69.90321098
259,66.12867317
2608,74.01689711
286,70.50239804
1340,68.27458073
2417,63.15427226
2501,69.57359157
3033,64.96117997
1645,67.47703124
1703,68.02456916
531,69.24901281
68,68.0993798
1822,69.24254056
634,69.55476188
2811,67.3323783
3486,68.83232712
2740,65.64153589
626,63.8983382
1179,70.07731509
831,72.81103161
287,69.15772949
1789,72.18599228
1427,70.30017896
469,64.98045629
365,66.47639701
182,66.40224967
2579,64.91152102
2343,64.84630137
1030,73.30301022
94,67.10355118
2478,70.64894078
1322,67.90334035
32,71.52821604
3275,72.46060879
3308,68.19420026
489,64.58878167
2048,68.59102121
3469,74.40319926
1624,67.68008391
3028,69.68364342
2875,67.83798573
2981,69.74159588
382,66.99828973
498,71.08008356
663,66.13539142
624,71.71112479
1700,71.6576596
1731,66.39812838
459,73.52598433
605,74.84149972
2027,70.13360612
3016,67.45989887
3310,74.84287462
2703,70.34610444
3299,73.41320642
2651,73.5416087
1843,69.9221434
2638,72.97521006
3123,72.4456338
392,69.30608824
2369,63.71495133
167,67.70167966
185,68.28704173
3296,65.12073518
1935,65.28274066
3224,63.0124453
2559,67.59396229
2226,65.56280415
3480,70.28858236
791,72.14269267
1796,73.8418844
3268,71.98182975
2683,63.58056583
1069,66.57823462
1619,70.35461686
2514,70.70409374
2135,68.17049466
1562,67.8676652
3491,67.26999377
2066,73.56704626
1749,70.96758546
147,71.00194477
2036,71.53180202
3074,68.85868023
2409,68.43299232
1694,63.57141145
1567,70.19076916
3012,67.94278509
2958,71.77374399
2244,68.0034638
1260,67.75736067
133,68.46440582
2160,67.93550704
2858,63.39315884
3408,70.98227321
501,67.38005789
599,72.34218364
749,67.99285124
1346,68.99744011
2484,68.89078389
2744,70.46431845
585,69.75059715
3300,66.22251823
1881,66.93307845
3233,70.09517516
1499,68.87542383
387,70.54924202
1742,69.0340651
2485,65.05530355
2512,69.0775775
2152,73.36589132
940,64.92590896
1467,70.67837617
2776,71.22342339
591,73.78663644
3083,65.80991193
1651,62.20882862
3454,69.84142295
1088,71.45441131
756,62.6199652
297,74.76744684
1228,72.88109185
999,67.6666641
671,68.7300987
1474,68.88689528
2187,70.50979425
817,66.77003947
2912,71.80366854
2716,65.90308782
1561,74.6976372
3342,69.55887982
135,71.00189769
3329,65.73781212
117,68.31155984
2498,68.72052925
465,71.05863335
1385,70.50592738
1784,71.24311166
9,63.45649398
1610,76.61754594
1183,65.84806108
3450,75.44105793
2202,64.48957485
55,66.4995499
2798,70.80955947
1899,72.09919305
1663,70.18570099
2445,66.44641974
2802,72.25270472
2793,67.73714618
1115,72.87153874
1459,69.5659947
2420,67.11787407
461,66.67678112
1569,66.14169711
2658,72.73178767
1859,71.29965637
537,64.36216387
2233,68.10600207
1252,70.96598572
780,67.71742749
841,73.54916227
1707,65.09963565
219,64.66523194
2243,62.94895103
1823,64.36945333
2477,73.08489422
1033,63.63948265
278,69.65043741
88,68.24446179
1829,69.44033828
2068,70.56496693
3366,65.50482269
866,67.79647715
2034,69.44639071
3355,69.60829847
2788,68.09296485
2146,67.42170287
1333,67.79621437
2016,66.73559172
1542,66.62775023
3238,67.3967832
1181,72.97226337
1362,67.41315186
2134,68.26964759
2464,70.8468214
808,70.78093604
2916,62.80721218
291,71.06690628
1512,65.63599729
1153,69.01333502
904,67.11452669
307,68.44757854
1336,68.4445619
1210,68.06637804
1111,68.97041418
3390,71.40507036
1462,72.54132659
284,66.61562439
1247,65.0310335
3001,68.03290834
3099,70.33271525
2269,69.15511404
896,62.75287752
1430,72.61132729
200,71.19220229
2326,75.99336033
2960,68.27549144
2521,70.80320122
2164,66.69267129
1857,71.61388605
1665,70.38920071
1553,68.51599909
61,69.55200509
2394,70.18876719
2531,66.56010463
2158,68.59056272
559,64.72725696
2220,71.89374157
1509,67.78060168
2221,64.80414049
3049,68.4994407
2150,71.2382799
425,73.01286326
1890,71.70111636
844,71.52704769
3129,70.03715822
1465,70.73206043
404,65.81494282
108,69.18220268
1490,68.95528009
662,69.43099805
282,66.01442823
884,69.86074638
1923,69.67461416
3435,68.30662533
389,68.28453192
1815,72.43374602
491,68.44574673
1604,72.81390651
380,66.29589772
1714,66.1180621
3326,72.07552287
953,67.28350742
757,66.62168183
530,68.61738735
1236,71.33782073
2567,70.24665423
1589,67.49557515
1,68.78190405
1101,71.85984886
2437,69.50522934
2338,67.28559807
745,71.56001874
25,68.1440328
232,76.02134748
1652,67.44508051
575,68.85335437
1023,73.72161324
1913,67.44822369
3127,68.87917946
847,70.15196588
2102,67.99021188
564,65.29243478
653,67.12315343
976,67.49285386
180,68.18073071
2274,66.16646523
679,69.73112843
2623,76.84267883
2125,70.2450922
776,73.03009203
2310,66.48826617
1768,72.46152792
547,71.94778826
163,67.23393092
2906,64.76225938
3124,70.89388978
2212,69.12305784
2104,70.17695539
490,68.79298442
1643,65.79604992
1383,68.12757693
1885,74.34901306
31,74.03380762
1785,74.46298656
1405,69.87714736
533,72.79702836
3231,71.78105742
2702,64.56082848
2280,73.48729547
1412,64.87941808
319,69.45337621
3253,72.9909156
2777,67.0735038
2669,67.71839337
2328,67.360824
942,71.12075332
848,66.29972587
2297,62.34671605
581,63.56127763
1924,71.17481376
1496,69.63316169
1940,68.29955581
1188,66.58199851
2161,67.43804695
2990,69.71713796
111,68.19068401
682,69.509488
326,68.60379643
1810,68.31206374
3188,67.78879933
1022,70.07932331
1607,67.76782003
1072,68.32298231
552,70.66332308
245,65.49899512
3471,64.04262473
2361,69.08066651
1878,66.944999
2915,69.24164203
302,67.93348261
2771,70.00198015
1324,68.38330719
3316,68.82445154
3442,70.43570141
675,64.50621045
2920,70.43922148
845,73.39654293
2678,71.3018407
2528,68.69712366
3043,70.46230271
2855,70.6399789
758,65.35028818
964,73.7888849
212,72.39448041
2597,68.9574386
3041,65.80601499
1264,70.77216453
3131,66.46737814
2153,73.49841233
308,65.42057682
1414,67.40575512
1161,68.24300184
2624,63.72472687
806,62.07863519
1821,70.03711499
2659,68.96722477
902,70.76286513
1007,73.23678822
1416,69.55037638
1329,69.60127796
1338,66.05396364
2341,65.1341657
2495,67.50296648
3362,68.76848687
157,61.93732327
2681,68.55835352
2834,69.02297414
1189,68.2566446
1683,69.1344005
1451,70.49137249
1364,64.68023132
401,65.31346154
1753,70.67451735
2953,71.00674868
351,67.272143
1099,71.42394644
1406,66.87536305
2344,71.15940048
403,66.23390404
2976,65.11934931
1514,71.79202206
1898,72.43950075
313,67.88055919
2395,70.83911627
3082,72.31126088
6,68.78508125
18,69.6400599
570,70.48529474
1620,68.11567166
30,68.61811055
826,66.1841085
789,73.1411551
2197,71.37918001
1105,74.66919682
2822,71.62309757
455,69.31816913
868,69.1146318
1737,72.05520702
2242,69.03049142
454,66.02473378
3219,69.62855658
2818,68.56837467
1872,69.46082632
1126,70.32349325
27,72.80084352
3280,70.42760261
2247,69.77066855
3009,66.49982259
2538,67.77763687
1786,69.55326838
1198,68.37084286
1809,68.52705806
1760,67.90442161
881,65.71817875
1533,75.81904028
1286,67.77716819
156,68.83846286
93,64.7319256
1964,70.78669502
334,69.74482933
116,69.53721501
2388,72.2299021
1915,61.79532636
1067,72.65899957
2865,68.93206938
3183,67.44445411
1464,70.95948939
2775,67.04770187
2253,65.09406453
2733,70.86561611
2522,65.20452194
3128,69.35331975
81,68.2465686
1814,68.77133617
2149,67.60266255
820,68.99614537
2380,74.34020588
1642,71.22362744
2945,69.89315067
255,68.59765932
1225,68.10362648
3439,71.6355007
215,74.79537502
645,74.82494531
236,69.86710128
1255,65.20653293
2861,69.10198331
1767,64.54897202
2870,68.72182448
434,65.93240345
1017,67.19943211
2755,61.74065772
944,70.81126171
3098,70.83987238
2062,68.02337428
2975,70.7796703
2342,68.36007218
2174,70.03144065
2092,62.41843392
3030,66.55028818
268,61.4778092
104,70.0758882
3024,68.6895151
2797,71.05091844
877,64.45785785
2964,69.35749107
3105,68.48916396
2407,69.37895012
3214,71.3057143
327,69.47874412
701,63.96253068
1271,69.44571478
2637,68.27902252
1197,68.88636675
2472,70.07429648
1095,67.06830402
1790,68.07265309
1269,72.16575666
3015,72.44521272
715,66.47184446
1024,66.38800664
2997,67.00355583
3272,70.34761712
606,64.52730263
2085,70.82738258
1661,70.41995611
3494,65.52885655
2664,70.33021348
2656,73.18176748
2261,71.13669687
2216,68.14476095
2030,73.16407985
2572,73.43395339
919,71.85788791
2962,67.83760801
383,70.9619709
2126,71.37001282
296,67.54906949
2986,70.54598058
837,72.98717143
2922,70.94947253
1674,67.6284844
3398,69.08980228
2,74.11010539
29,68.49641536
2366,70.25340097
1089,69.38563588
2973,67.77378647
854,65.20348068
2655,66.65876334
3496,69.29682996
1498,66.66110311
107,66.25363253
3341,67.52432756
582,69.77015095
833,69.75447933
2959,60.93623604
2122,67.64198904
3070,71.63697357
2856,68.56217931
3457,72.11624796
1795,67.35327101
763,64.40827325
2026,72.36522872
3060,68.16331517
2133,67.22592983
1638,68.10921459
762,65.66595856
3311,67.89040521
3213,72.20387691
1460,71.08906207
3351,70.01377974
1515,62.16896926
2330,66.38423193
2259,72.60769741
1411,69.89540376
889,69.25071385
388,68.89083891
958,70.32711641
2390,69.5580519
3014,69.63973762
1087,71.71549797
373,68.68725567
332,66.55658687
1318,70.61624345
713,71.10356362
2127,71.10345526
1038,67.18845052
241,66.70160499
344,68.32791586
504,65.54912127
2650,71.91091158
1710,68.99299407
293,69.89920395
2729,72.08703157
1511,70.76175245
2950,68.69037325
484,66.26765677
144,69.47110603
128,69.30476905
1066,66.69530922
2151,69.58211332
1219,69.41991234
1597,65.26460446
994,78.09586747
1570,65.92474109
1921,67.70487821
1555,67.19815896
3122,66.8672457
413,65.87915656
2459,70.86581545
235,70.55524376
2232,66.45203849
3318,69.92082236
2867,68.43411936
1747,70.94683597
560,68.38302408
3044,71.33055367
1250,70.70807508
2874,70.8193038
2235,73.07197695
2239,69.10449851
2896,68.91425443
2290,63.2731515
46,68.25183644
966,73.18794911
3413,69.16398887
2901,68.08254615
396,68.01500601
2909,72.11775736
1999,65.0785235
974,69.87663341
1851,68.03961633
2878,65.51390658
2583,67.17471476
3466,67.17282846
2103,64.124767
1249,68.89087213
2098,75.20902198
1479,74.09309741
329,68.5233453
1982,66.51858876
612,66.51516196
2714,70.28008648
3079,71.05324896
619,73.6661888
2936,73.14317771
39,64.30418789
3229,66.46340679
3424,67.429827
2450,73.40103328
2980,69.47615015
1352,69.3517876
3315,69.26790231
448,63.67258315
2046,66.18398071
747,65.44092231
2183,66.70032038
1614,65.71059987
1608,68.48270751
1065,70.99854621
793,71.20661874
1732,67.59016823
1794,73.63143058
2971,75.15687858
2332,75.694314
1348,73.96449337
2312,67.97996252
2492,69.26029154
3117,70.8995167
2058,67.91864565
1609,67.72801739
265,64.93134219
2833,65.14868762
2569,68.44834863
597,61.97273588
1005,72.54885198
1136,69.61178285
2684,71.04475607
2808,69.69340801
2767,67.76651316
1895,71.82777662
3045,70.96852756
2507,67.17293183
281,68.82861496
1374,75.15541009
1580,70.99273457
2020,67.52710166
3359,65.36216531
915,74.07020621
101,66.74360465
2227,67.49701514
2525,67.51676785
3338,66.40478217
1755,70.67820774
181,69.5533849
2249,67.67265267
927,68.87439619
153,69.93847526
256,71.05751089
386,75.62019316
1117,73.96772269
1020,67.8142859
2331,67.85653908
1163,70.71103014
3240,66.81180175
395,69.21614731
1246,70.58468352
184,71.93588658
376,67.2472352
3325,63.00872253
3270,67.61919626
1268,66.83885298
3434,65.42698287
1061,70.26935973
1662,71.22182822
1330,69.5666933
2205,69.96821619
2662,68.04853075
1907,72.16236709
1048,71.06410538
3182,70.28027169
1222,66.35174153
2508,62.56214148
3115,68.73324896
2893,69.60588259
1716,66.08290844
1628,68.80593452
2852,67.60806653
481,69.83385707
2113,67.36206427
2447,68.42316708
1532,66.54078935
1751,64.9485459
1856,70.09134432
283,66.41488206
1070,66.72468017
589,67.13841414
3409,69.74837158
49,72.87036015
3093,67.46777075
2317,67.95083753
3364,68.16893555
3314,69.19754794
1334,68.39010874
2739,68.4840293
237,67.94757004
1693,66.70347964
2898,71.59068401
2827,69.96281114
2666,71.15471676
3340,70.35503312
2083,67.83993094
2069,68.08592074
4,69.88179586
3204,69.93644733
3418,67.39322854
781,70.4775913
3354,68.08790389
1813,64.36248027
917,70.48275741
3209,68.68893071
1160,67.31149854
1265,74.95506499
900,74.21643094
1429,69.38201738
3156,69.21700915
2747,68.5689594
176,67.5994242
159,65.21857558
1701,74.67043476
3352,69.17056139
2590,69.39964952
431,72.22761616
1097,67.9863736
2347,72.96588002
1869,65.64191854
2271,69.50932394
1397,71.6016965
991,71.61408945
5,67.25301569
1834,70.80440883
2967,68.05883702
2784,68.95533491
2940,69.32588186
1873,68.89701917
753,69.88955858
1966,67.65910955
2663,65.59430176
1169,65.64258414
2263,70.57332649
244,70.67274718
2182,69.25077579
2717,73.69685922
2791,68.45675437
338,69.01973611
516,68.10111341
2576,70.11697013
1237,72.39432346
2398,74.52097209
1293,62.77304147
508,68.35948256
1531,68.9686796
3303,73.20534236
2427,67.71794694
2406,67.16719433
3236,64.48402419
2345,62.81315544
451,70.48544817
2882,69.08244535
2712,72.05532404
2072,65.43804252
1172,71.69276566
1702,66.80502561
2200,72.21873615
1678,66.26705648
1947,64.98549836
1671,70.05933098
69,68.89670607
851,66.63104094
2170,69.93858695
305,70.18535205
1632,68.36897984
3186,70.9014608
3397,71.42856858
1279,67.40319666
3225,69.7739209
728,68.39971912
657,68.7634637
1727,65.62492094
1543,68.46982408
1594,70.47416139
1044,69.6791497
248,73.81538569
2869,72.9702825
752,71.6055731
859,66.74447747
1356,63.94327605
423,70.61574398
2100,66.62894612
2545,65.51954144
2171,65.32533032
623,72.08020115
3047,69.50122288
2705,67.78938051
588,65.65108952
2726,69.81151958
541,63.86792096
3379,72.32369853
194,72.53935407
3410,68.99068034
224,69.17357692
1860,66.9168323
1147,69.02647455
1646,71.35662808
3145,68.09285476
843,68.28763703
2116,64.33679259
398,67.26636272
2192,68.02526048
1415,67.62937651
2505,64.89042521
216,67.68091903
2065,70.38808605
2653,67.89477655
1948,70.7152956
2783,72.29758383
3483,66.71395004
1905,71.65292552
697,71.43472691
840,69.01606716
2382,71.10458935
472,68.99254357
2762,68.14164184
2050,66.48310643
2254,71.41075432
3241,69.39499177
1911,67.45286184
2045,66.85671744
3499,67.39602078
1564,72.20088736
2365,68.89452931
2137,66.4748368
328,65.93089621
2799,68.06191397
1648,67.47309881
2524,65.99646426
2210,67.03592902
1958,69.29593206
437,68.55087969
79,66.029034
331,71.19793782
343,71.52684881
1656,70.94349959
2686,65.20734666
2928,71.12708285
2687,64.83819361
2340,70.45629855
